0.146664,-0.000947
0.146664,0.000000
0.146664,0.000947
0.146663,0.001893
0.146663,0.002840
0.146662,0.003787
0.146660,0.004734
0.146659,0.005682
0.146657,0.006630
0.146655,0.007579
0.146652,0.008528
0.146649,0.009478
0.146646,0.010429
0.146643,0.011381
0.146640,0.012333
0.146636,0.013287
0.146631,0.014241
0.146627,0.015197
0.146622,0.016154
0.146617,0.017113
0.146612,0.018072
0.146606,0.019034
0.146600,0.019997
0.146593,0.020961
0.146587,0.021927
0.146580,0.022895
0.146573,0.023865
0.146565,0.024837
0.146557,0.025811
0.146549,0.026787
0.146540,0.027766
0.146532,0.028747
0.146522,0.029730
0.146513,0.030716
0.146503,0.031704
0.146493,0.032695
0.146482,0.033689
0.146471,0.034685
0.146460,0.035685
0.146448,0.036688
0.146437,0.037694
0.146424,0.038703
0.146412,0.039715
0.146398,0.040731
0.146385,0.041751
0.146371,0.042774
0.146357,0.043801
0.146342,0.044832
0.146327,0.045867
0.146312,0.046906
0.146296,0.047949
0.146280,0.048996
0.146264,0.050048
0.146246,0.051105
0.146229,0.052166
0.146211,0.053231
0.146193,0.054302
0.146174,0.055378
0.146155,0.056459
0.146135,0.057545
0.146115,0.058637
0.146094,0.059734
0.146073,0.060837
0.146051,0.061945
0.146029,0.063060
0.146007,0.064181
0.145983,0.065308
0.145960,0.066441
0.145936,0.067581
0.145911,0.068727
0.145885,0.069880
0.145859,0.071041
0.145833,0.072208
0.145806,0.073383
0.145778,0.074565
0.145750,0.075755
0.145721,0.076953
0.145691,0.078159
0.145661,0.079373
0.145630,0.080595
0.145598,0.081826
0.145566,0.083066
0.145533,0.084315
0.145499,0.085572
0.145465,0.086840
0.145430,0.088117
0.145394,0.089403
0.145357,0.090700
0.145319,0.092007
0.145281,0.093325
0.145242,0.094653
0.145202,0.095992
0.145161,0.097343
0.145119,0.098705
0.145076,0.100079
0.145032,0.101465
0.144987,0.102863
0.144941,0.104274
0.144895,0.105698
0.144847,0.107135
0.144798,0.108586
0.144748,0.110050
0.144697,0.111529
0.144644,0.113022
0.144591,0.114530
0.144536,0.116054
0.144480,0.117593
0.144423,0.119147
0.144364,0.120719
0.144304,0.122307
0.144243,0.123912
0.144180,0.125535
0.144116,0.127176
0.144050,0.128836
0.143982,0.130515
0.143914,0.132213
0.143843,0.133931
0.143771,0.135669
0.143696,0.137429
0.143621,0.139210
0.143543,0.141014
0.143463,0.142840
0.143382,0.144689
0.143298,0.146562
0.143212,0.148460
0.143124,0.150384
0.143034,0.152333
0.142941,0.154309
0.142847,0.156312
0.142749,0.158344
0.142649,0.160405
0.142547,0.162495
0.142441,0.164617
0.142333,0.166770
0.142222,0.168955
0.142108,0.171174
0.141991,0.173428
0.141871,0.175717
0.141747,0.178043
0.141620,0.180406
0.141489,0.182809
0.141354,0.185251
0.141216,0.187736
0.141074,0.190263
0.140927,0.192834
0.140776,0.195451
0.140620,0.198115
0.140460,0.200828
0.140295,0.203591
0.140125,0.206407
0.139950,0.209276
0.139769,0.212202
0.139582,0.215185
0.139389,0.218228
0.139190,0.221334
0.138985,0.224503
0.138773,0.227740
0.138553,0.231046
0.138326,0.234425
0.138092,0.237878
0.137849,0.241409
0.137598,0.245021
0.137338,0.248717
0.137068,0.252502
0.136789,0.256377
0.136499,0.260348
0.136199,0.264419
0.135887,0.268594
0.135563,0.272877
0.135227,0.277273
0.134877,0.281788
0.134514,0.286428
0.134135,0.291198
0.133741,0.296104
0.133331,0.301154
0.132903,0.306354
0.132456,0.311713
0.131991,0.317238
0.131504,0.322939
0.130995,0.328825
0.130463,0.334906
0.129906,0.341193
0.129322,0.347699
0.128710,0.354436
0.128068,0.361418
0.127393,0.368660
0.126684,0.376180
0.125937,0.383994
0.125151,0.392122
0.124322,0.400586
0.123446,0.409409
0.122520,0.418617
0.121541,0.428238
0.120503,0.438303
0.119402,0.448846
0.118232,0.459907
0.116986,0.471527
0.115659,0.483753
0.114242,0.496639
0.112727,0.510244
0.111103,0.524636
0.109360,0.539890
0.107484,0.556093
0.105461,0.573343
0.103274,0.591752
0.100904,0.611451
0.098329,0.632591
0.095521,0.655346
0.092450,0.679921
0.089079,0.706560
0.085364,0.735551
0.081254,0.767239
0.076685,0.802041
0.071579,0.840467
0.065840,0.883146
0.059349,0.930863
0.051953,0.984609
0.043458,1.045661
0.033608,1.115683
0.022063,1.196890
0.008362,1.292299
-0.008146,1.406129
-0.028393,1.544457
-0.053779,1.716383
-0.086497,1.936165
-0.130192,2.227489
-0.191397,2.632801
-0.283098,3.236481
-0.435326,4.233607
-0.736745,6.200148
-1.614243,11.909086
-38.614498,252.264454
2.169063,-12.647699
1.153655,-6.041875
0.826871,-3.908813
0.665912,-2.852503
0.570328,-2.220410
0.507183,-1.798565
0.462497,-1.496114
0.429322,-1.267899
0.403817,-1.088929
0.383687,-0.944253
0.367475,-0.824367
0.354215,-0.722941
0.343240,-0.635588
0.334076,-0.559170
0.326377,-0.491375
0.319888,-0.430460
0.314412,-0.375079
0.309803,-0.324173
0.305944,-0.276890
0.302747,-0.232532
0.300141,-0.190516
0.298075,-0.150343
0.296506,-0.111579
0.295405,-0.073835
0.294753,-0.036754
